domain_id,institution_id,driving_source_id,driving_experiment_id,driving_variant_label,source_id,version_realization,frequency,variable_id,version,filename
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,fx,sftlf,sftlf_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_fx.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,fx,orog,orog_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_fx.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,fx,mrsofc,mrsofc_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_fx.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,fx,sftlaf,sftlaf_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_fx.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,fx,sfturf,sfturf_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_fx.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,tsl,tsl_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ua700,ua700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ta700,ta700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,va700,va700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ta850,ta850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,zg850,zg850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ta1000,ta1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ua1000,ua1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ua850,ua850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,zg1000,zg1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,zg925,zg925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,va1000,va1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ta925,ta925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,va925,va925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,zg700,zg700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,va850,va850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,6hr,ua925,ua925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_6hr_202005010000-202008311800.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,psl,psl_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,ta50m,ta50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,hurs,hurs_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tastown,tastown_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,va50m,va50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,uas,uas_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,hfls,hfls_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,rsds,rsds_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,ua50m,ua50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,z0,z0_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,sfcWind,sfcWind_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,rlds,rlds_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tas,tas_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tsroof,tsroof_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,hfss,hfss_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,taswater,taswater_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,huss,huss_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,clt,clt_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,hus50m,hus50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tsskin,tsskin_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tsgree,tsgree_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,anthroheat,anthroheat_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,pr,pr_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tswater,tswater_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,ps,ps_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tspav,tspav_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,vas,vas_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,evspsbl,evspsbl_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010030-202008312330.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,ts,ts_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,zmla,zmla_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,taspav,taspav_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,1hr,tasgree,tasgree_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_1hr_202005010000-202008312300.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tsl,tsl_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ua700,ua700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,psl,psl_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ta700,ta700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ta50m,ta50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,hurs,hurs_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tastown,tastown_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,va50m,va50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,va700,va700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ta850,ta850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,uas,uas_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,hfls,hfls_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,zg850,zg850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,rsds,rsds_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ua50m,ua50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,z0,z0_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ta1000,ta1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,sfcWind,sfcWind_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,rlds,rlds_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tas,tas_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ua1000,ua1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ua850,ua850_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,zg1000,zg1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tsroof,tsroof_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,hfss,hfss_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,taswater,taswater_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,zg925,zg925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,huss,huss_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,va1000,va1000_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,clt,clt_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,hus50m,hus50m_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ta925,ta925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tsskin,tsskin_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,va925,va925_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tsgree,tsgree_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,anthroheat,anthroheat_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,pr,pr_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tswater,tswater_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,tasmin,tasmin_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,zg700,zg700_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
PARIS-3,SMHI,ERA5,evaluation,r1i1p1f1,HCLIM43-AROME,v1-fpsurbrcc-s0r1,mon,ps,ps_PARIS-3_ERA5_evaluation_r1i1p1f1_SMHI_HCLIM43-AROME_v1-fpsurbrcc-s0r1_mon_20200501-20200831.nc,
